call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
F140064392,150,"Outside rubbish fire, Other","BAUM BLVD & MOREWOOD AVE, PITTSBURGH PA 15232",2014-09-06T16:55:05,0,231EN06,804,Bloomfield,7,8,42003080400,2,8,5,23-Feb,40.45496989,-79.94521336
F140064431,151,"Outside rubbish, trash or waste fire","2000 BLOCK WALTON AVE, PITTSBURGH PA 15210",2014-09-06T18:52:14,0,231EN23,3204,Overbrook,4,29,42003290100,4,29,3,23-Apr,40.39318939,-79.99454281
F140064494,150,"Outside rubbish fire, Other","900 BLOCK FORDHAM ST, PITTSBURGH PA 15226",2014-09-06T23:09:08,0,231EN26,1918,Brookline,4,19,42003191800,4,19,6,26-Apr,40.39055485,-80.02211222
F140064509,160,"Special outside fire, Other","5200 BLOCK LYTLE ST, PITTSBURGH PA 15207",2014-09-07T00:17:16,0,231EN13,1501,Hazelwood,5,15,42003562900,3,15,4,13-Feb,40.40503459,-79.94517602
F140064547,160,"Special outside fire, Other","1700 BLOCK LAKETON RD, PITTSBURGH PA 15221",2014-09-07T07:36:07,0,231EN16,NA,,,,42003561400,,,,20-Mar,40.44915472,-79.86726921
F140064586,151,"Outside rubbish, trash or waste fire","1300 BLOCK KINMOUNT ST, PITTSBURGH PA 15205",2014-09-07T12:05:00,0,231EN29,2811,Westwood,2,28,42003563100,5,28,6,18-Jan,40.43402624,-80.05195568
F140064603,154,Dumpster or other outside trash receptacle fire,"100 BLOCK DESOTO ST, PITTSBURGH PA 15213",2014-09-07T14:08:52,0,231EN10,402,West Oakland,8,4,42003040200,3,4,4,14-Feb,40.44227459,-79.95789751
F140064621,150,"Outside rubbish fire, Other","300 BLOCK KEARSARGE ST, PITTSBURGH PA 15211",2014-09-07T15:35:59,0,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,27-Apr,40.43111806,-80.01058519
F140064629,154,Dumpster or other outside trash receptacle fire,"NB I279 NB AT HAZLETT TO, PITTSBURGH PA 15214",2014-09-07T16:23:20,0,231EN04,2609,,,,,,,,1-25A,,
F140064670,142,Brush or brush-and-grass mixture fire,"TECUMSEH ST & GLOSTER ST, PITTSBURGH PA 15207",2014-09-07T19:11:40,0,231EN13,1501,Hazelwood,5,15,42003562900,3,15,4,13-Feb,40.40840481,-79.94457889
F140064736,131,Passenger vehicle fire,"700 BLOCK PENN AVE, PITTSBURGH PA 15221",2014-09-08T01:55:48,0,231EN16,NA,,,,42003560600,,,,16-Mar,40.44350347,-79.88466919
F140064985,131,Passenger vehicle fire,"100 BLOCK W BRYN MAWR CT, PITTSBURGH PA 15221",2014-09-08T21:24:45,1,231EN16,NA,,,,42003561500,,,,21-Mar,40.43384287,-79.86554107
F130080863,131,Passenger vehicle fire,"EDEN WAY & BANNER WAY, PITTSBURGH PA 15224",2013-11-10T18:08:20,0,231EN06,901,Central Lawrenceville,7,9,42003090100,2,9,2,3-Mar,40.47016802,-79.96138942
F140065187,154,Dumpster or other outside trash receptacle fire,"5200 BLOCK LYTLE ST, PITTSBURGH PA 15207",2014-09-09T19:18:34,0,231EN12,1501,Hazelwood,5,15,42003562900,3,15,4,13-Feb,40.40503459,-79.94517602
F140065250,111,Building fire,"ALLEGHENY RIVER BLVD & WASH, PITTSBURGH PA 15206",2014-09-10T04:28:18,1,231EN15,1106,Highland Park,7,12,42003980100,2,12,5,15-Mar,40.484269,-79.90784633
F140065652,111,Building fire,"1700 BLOCK WESLEY ST, PITTSBURGH PA 15221",2014-09-11T14:20:51,3,231EN16,NA,,,,42003561400,,,,20-Mar,40.4454532,-79.86879501
F140065759,111,Building fire,"1900 BLOCK PERRYSVILLE AVE, PITTSBURGH PA 15214",2014-09-12T00:40:39,1,231EN38,2614,Perry South,6,25,42003261400,1,25,1,10-Jan,40.46104824,-80.01364329
F160002318,160,"Special outside fire, Other","1200 BLOCK WOODBINE ST, PITTSBURGH PA 15206",2016-01-09T18:17:30,0,231EN07,1005,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,40.48046073,-79.93983121
F160002370,113,"Cooking fire, confined to container","2100 BLOCK E CARSON ST, PITTSBURGH PA 15203",2016-01-09T22:14:33,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42830665,-79.97606866
F160002442,111,Building fire,"700 BLOCK WOODS RUN AVE, PITTSBURGH PA 15212",2016-01-10T07:14:06,1,231EN35,2708,Brighton Heights,1,26,42003270800,1,26,1,14-Jan,40.48350238,-80.02589939
F160002652,111,Building fire,"7100 BLOCK CHURCHLAND ST, PITTSBURGH PA 15206",2016-01-10T20:35:15,1,231EN15,1201,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,40.47099908,-79.8967488
F160002853,111,Building fire,"200 BLOCK E WARRINGTON AVE, PITTSBURGH PA 15211",2016-01-11T15:09:27,1,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,16-Apr,40.42074774,-80.00470152
F160002906,113,"Cooking fire, confined to container","00 BLOCK TURNER PL, PITTSBURGH PA 15213",2016-01-11T18:05:26,1,231EN10,510,Terrace Village,6,4,42003051000,3,4,2,10-Feb,40.43933692,-79.96830179
F160003127,131,Passenger vehicle fire,"00 BLOCK MILLBRIDGE ST, PITTSBURGH PA 15210",2016-01-12T13:16:54,0,231EN27,1803,Allentown,3,18,42003180300,4,18,3,5-Apr,40.42419719,-79.99579903
F160003801,113,"Cooking fire, confined to container","1600 BLOCK LOWRIE ST, PITTSBURGH PA 15212",2016-01-14T18:32:19,1,231EN32,2406,Troy Hill,1,24,42003240600,1,24,1,2-Jan,40.46274332,-79.98355886
F160003874,130,"Mobile property (vehicle) fire, Other","300 BLOCK SUNCREST ST, PITTSBURGH PA 15210",2016-01-15T02:55:02,0,231EN23,3001,Knoxville,3,30,42003300100,4,30,3,7-Apr,40.41055218,-79.99322262
F160003936,113,"Cooking fire, confined to container","2500 BLOCK CHAUNCEY DR, PITTSBURGH PA 15219",2016-01-15T09:49:10,1,231EN10,509,Bedford Dwellings,6,5,42003050900,3,5,2,5-Feb,40.45093426,-79.97380739
F160004064,131,Passenger vehicle fire,"1000 BLOCK TROPICAL AVE, PITTSBURGH PA 15216",2016-01-15T17:33:22,0,231EN28,1916,Beechview,4,19,42003191600,5,19,6,28-Apr,40.41914086,-80.02574709
F160004190,151,"Outside rubbish, trash or waste fire","1200 BLOCK WOODBOURNE AVE, PITTSBURGH PA 15226",2016-01-16T05:47:03,0,231EN26,1918,Brookline,4,19,42003191800,4,19,6,26-Apr,40.38845709,-80.0162385
F160004250,150,"Outside rubbish fire, Other","1100 BLOCK DAGMAR AVE, PITTSBURGH PA 15216",2016-01-16T12:19:14,0,2314110,1916,Beechview,4,19,42003191600,5,19,6,28-Apr,40.41725942,-80.0231862
F160004282,150,"Outside rubbish fire, Other","400 BLOCK ELLA ST, PITTSBURGH PA 15201",2016-01-16T15:30:25,0,231EN06,802,Bloomfield,7,8,42003080200,2,8,5,1-Mar,40.46191839,-79.95291281
F160004334,111,Building fire,"5700 BLOCK HOBART ST, PITTSBURGH PA 15217",2016-01-16T19:33:42,1,231EN18,1413,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb,40.43254279,-79.92435381
F160004401,130,"Mobile property (vehicle) fire, Other","1000 BLOCK MIFFLIN RD, PITTSBURGH PA 15207",2016-01-17T03:42:20,0,231EN20,3102,Lincoln Place,5,31,42003310200,3,31,4,20-Apr,40.37593887,-79.92070038
F160004417,131,Passenger vehicle fire,"HURON ST & YARD WAY, PITTSBURGH PA 15203",2016-01-17T06:31:45,0,231EN24,1706,South Side Slopes,3,17,42003170600,4,17,3,3-Apr,40.42281582,-79.98088199
F160004532,113,"Cooking fire, confined to container","300 BLOCK E NORTH AVE, PITTSBURGH PA 15212",2016-01-17T16:12:09,1,231EN32,2206,Central Northside,1,22,42003220600,1,22,1,21-Jan,40.45494869,-80.00964027
F170024573,113,"Cooking fire, confined to container","500 BLOCK HAY ST, WILKINSBURG PA 15221",2017-03-27T11:08:18,1,231EN19,NA,,,,42003560500,,,,21-Mar,40.43974193,-79.88844578
F130080878,150,"Outside rubbish fire, Other","00 BLOCK ALLEGHENY AVE, PITTSBURGH PA 15233",2013-11-10T19:10:26,0,231EN37,2108,Allegheny West,1,22,42003562700,1,22,1,8-Jan,40.45062996,-80.01853444
F130080881,151,"Outside rubbish, trash or waste fire","700 BLOCK CASINO DR, PITTSBURGH PA 15233",2013-11-10T19:26:31,0,231EN37,2108,Chateau,6,21,42003980600,6,21,1,8-Jan,40.44686778,-80.02075781
F130080956,150,"Outside rubbish fire, Other","CARPENTER WAY & WARFIELD ST, PITTSBURGH PA 15212",2013-11-11T08:00:32,0,231EN32,2205,North Shore,1,23,42003563200,1,23,1,20-Jan,40.45213364,-79.99484388
F130081064,131,Passenger vehicle fire,"1500 BLOCK CRUCIBLE ST, PITTSBURGH PA 15204",2013-11-11T17:19:53,0,231EN30,2814,Crafton Heights,2,28,42003281400,5,28,6,17-Jan,40.44716839,-80.05111326
F130081317,111,Building fire,"4400 BLOCK LIBERTY AVE, PITTSBURGH PA 15224",2013-11-12T18:36:45,1,231EN06,903,Bloomfield,7,9,42003090300,2,9,5,6-Mar,40.46363234,-79.95263642
F130081509,113,"Cooking fire, confined to container","5500 BLOCK HOBART ST, PITTSBURGH PA 15217",2013-11-13T15:14:09,1,231EN18,1413,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb,40.43198521,-79.9302501
F130081692,111,Building fire,"1000 BLOCK DOWNLOOK AVE, PITTSBURGH PA 15201",2013-11-14T10:06:03,1,231EN08,1018,Stanton Heights,7,10,42003101800,2,10,5,7-Mar,40.48445427,-79.94146843
F130081721,113,"Cooking fire, confined to container","100 BLOCK W SYCAMORE ST, PITTSBURGH PA 15211",2013-11-14T12:32:27,1,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,27-Apr,40.43083759,-80.00741602
F160004637,111,Building fire,"2200 BLOCK E CARSON ST, PITTSBURGH PA 15203",2016-01-18T01:54:14,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42822681,-79.97445377
F160004788,111,Building fire,"6500 BLOCK NAVARRO ST, PITTSBURGH PA 15206",2016-01-18T16:42:56,1,231EN15,1203,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,15-Mar,40.46896733,-79.90326043
F160004813,113,"Cooking fire, confined to container","100 BLOCK ERIN ST, PITTSBURGH PA 15224",2016-01-18T18:13:03,1,231EN04,501,Middle Hill,6,5,42003050100,3,5,2,1-Feb,40.44494605,-79.97924976
F160005119,111,Building fire,"600 BLOCK MAYTIDE ST, PITTSBURGH PA 15210",2016-01-19T20:43:30,1,231EN23,3204,Carrick,4,32,42003290400,4,32,3,23-Apr,40.38416835,-79.99035706
F160005189,151,"Outside rubbish, trash or waste fire","BOUNDARY ST & SALINE ST, PITTSBURGH PA 15207",2016-01-20T07:33:59,0,231EN12,1516,Greenfield,5,15,42003151600,3,15,4,12-Feb,40.4271046,-79.94866789
F160005466,111,Building fire,"200 BLOCK 36TH ST, PITTSBURGH PA 15201",2016-01-21T04:44:53,1,231EN06,603,Lower Lawrenceville,7,6,42003060300,2,6,2,3-Mar,40.46523876,-79.96476829
F130081747,131,Passenger vehicle fire,"E SAW MILL RUN BLVD & BAUSMAN, PITTSBURGH PA 15216",2013-11-14T13:56:49,0,231EN28,1809,Bon Air,4,18,42003562400,4,18,3,18-Apr,40.41111529,-80.00602827
F130081804,113,"Cooking fire, confined to container","2100 BLOCK E CARSON ST, PITTSBURGH PA 15203",2013-11-14T17:17:31,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42830665,-79.97606866
F130081826,111,Building fire,"100 BLOCK INDUSTRY ST, PITTSBURGH PA 15210",2013-11-14T19:36:01,2,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,16-Apr,40.41961902,-80.00589061
F160005996,131,Passenger vehicle fire,"2000 BLOCK WHARTON ST, PITTSBURGH PA 15203",2016-01-22T17:32:18,0,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.43002082,-79.97681333
F160015889,111,Building fire,"300 BLOCK CURTIN AVE, PITTSBURGH PA 15210",2016-02-29T11:24:46,1,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,21-Apr,40.41996997,-79.99894306
F170025539,151,"Outside rubbish, trash or waste fire","NADIR WAY & BENNETT ST, PITTSBURGH PA 15208",2017-03-30T19:24:46,0,231EN17,1303,Homewood South,9,13,42003130300,2,13,5,17-Mar,40.45658456,-79.89718774
F170025665,131,Passenger vehicle fire,"600 BLOCK I376 EB HWY, PITTSBURGH PA 15220",2017-03-31T08:25:23,0,231EN28,2023,Banksville,2,20,42003202300,5,20,6,18-Jan,40.4204224,-80.03890698
F170025832,154,Dumpster or other outside trash receptacle fire,"E CARSON ST & S 18TH ST, PITTSBURGH PA 15203",2017-03-31T17:33:49,0,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.42875859,-79.98056196
F170026077,111,Building fire,"1500 BLOCK NOBLES LN, PITTSBURGH PA 15210",2017-04-01T19:11:05,1,231EN23,2901,Carrick,4,29,42003290100,4,29,3,23-Apr,40.3988771,-79.99788395
F170026230,113,"Cooking fire, confined to container","5500 BLOCK WALNUT ST, PITTSBURGH PA 15208",2017-04-02T10:45:52,1,231EN08,703,Shadyside,8,7,42003070300,2,7,4,22-Mar,40.45096608,-79.9335939
F170026653,113,"Cooking fire, confined to container","600 BLOCK PAULSON AVE, PITTSBURGH PA 15206",2017-04-03T21:40:10,1,231EN15,1204,Larimer,9,12,42003120400,2,12,5,12-Mar,40.46455482,-79.91037099
F170026714,111,Building fire,"7000 BLOCK HERMITAGE ST, PITTSBURGH PA 15208",2017-04-04T08:01:20,1,231EN15,1301,Homewood North,9,13,42003130100,2,13,5,18-Mar,40.4612172,-79.89996743
F130081856,116,"Fuel burner/boiler malfunction, fire confined","5000 BLOCK FORBES AVE, PITTSBURGH PA 15217",2013-11-14T23:01:21,1,231EN18,1401,Squirrel Hill North,8,14,42003140100,3,14,4,26-Feb,40.44378195,-79.94003318
F170026895,113,"Cooking fire, confined to container","7000 BLOCK FRANKSTOWN AVE, PITTSBURGH PA 15208",2017-04-04T18:13:50,1,231EN17,1301,Homewood South,9,13,42003130300,2,13,5,17-Mar,40.45841904,-79.90105959
F160006064,130,"Mobile property (vehicle) fire, Other","ELDORA PL & MICHIGAN ST, PITTSBURGH PA 15210",2016-01-22T23:19:29,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,16-Apr,40.41588478,-80.00132072
F160006104,113,"Cooking fire, confined to container","200 BLOCK ALLEN ST, PITTSBURGH PA 15210",2016-01-23T05:22:49,1,231EN27,1803,Allentown,3,18,42003180300,4,18,3,6-Apr,40.42080191,-79.99364271
F130081881,131,Passenger vehicle fire,"400 BLOCK E WARRINGTON AVE, PITTSBURGH PA 15210",2013-11-15T01:36:52,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,21-Apr,40.42073112,-80.00007475
F160006150,113,"Cooking fire, confined to container","200 BLOCK MELWOOD AVE, PITTSBURGH PA 15213",2016-01-23T11:08:06,1,231EN10,507,North Oakland,8,4,42003562000,3,4,4,9-Feb,40.45017805,-79.94973754
F160006172,111,Building fire,"7100 BLOCK UPLAND ST, PITTSBURGH PA 15221",2016-01-23T13:03:25,1,231EN15,1301,Homewood North,9,13,42003130100,2,13,5,18-Mar,40.46255645,-79.89737734
F160006214,116,"Fuel burner/boiler malfunction, fire confined","1700 BLOCK WARREN ST, PITTSBURGH PA 15214",2016-01-23T16:37:55,1,231EN38,2509,Fineview,1,25,42003250900,1,25,1,10-Jan,40.46131782,-80.00256301
F160006279,113,"Cooking fire, confined to container","200 BLOCK 46TH ST, PITTSBURGH PA 15201",2016-01-23T21:10:27,1,231EN06,902,Central Lawrenceville,7,9,42003090100,2,9,2,3-Mar,40.47278393,-79.95886622
F160006387,111,Building fire,"1400 BLOCK FAIRMONT ST, WILKINSBURG PA 15221",2016-01-24T09:12:01,1,231EN16,NA,,,,42003561500,,,,21-Mar,40.44159711,-79.8654683
F160006512,118,"Trash or rubbish fire, contained","1100 BLOCK BLUFF ST, PITTSBURGH PA 15219",2016-01-24T19:30:06,1,231EN04,103,Bluff,6,1,42003010300,3,1,2,4-Feb,40.43499896,-79.98829224
F160006544,131,Passenger vehicle fire,"1900 BLOCK BRIGHTON RD, PITTSBURGH PA 15233",2016-01-24T23:36:40,0,231EN37,2614,Perry South,6,25,42003261400,1,25,1,9-Jan,40.4603917,-80.01781708
F160006802,130,"Mobile property (vehicle) fire, Other","LINCOLN AVE & LYRIC ST, PITTSBURGH PA 15208",2016-01-25T22:18:48,0,231EN15,1203,Homewood West,9,12,42003120700,2,12,5,15-Mar,40.46353399,-79.90332365
F140065920,111,Building fire,"200 BLOCK SHILOH ST, PITTSBURGH PA 15211",2014-09-12T15:06:22,1,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,27-Apr,40.43071915,-80.00757224
F140065957,113,"Cooking fire, confined to container","5700 BLOCK FORBES AVE, PITTSBURGH PA 15217",2014-09-12T18:16:38,1,231EN18,1413,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb,40.43738889,-79.92521543
F140066037,111,Building fire,", PITTSBURGH PA 15226",2014-09-13T01:59:55,1,231EN26,1919,,,,,,,,26-Apr,,
F140066048,111,Building fire,"1400 BLOCK FIRTH ST, PITTSBURGH PA 15212",2014-09-13T03:00:16,2,231EN32,2620,Spring Hill-City View,1,24,42003262000,1,24,1,24-Jan,40.46223847,-79.98839395
F140066070,160,"Special outside fire, Other","300 BLOCK REPUBLIC ST, PITTSBURGH PA 15211",2014-09-13T06:38:03,1,231EN27,1911,Duquesne Heights,2,19,42003191100,5,19,3,1-Apr,40.43877447,-80.02663955
F140066116,111,Building fire,"300 BLOCK LANGLEY ST, PITTSBURGH PA 15214",2014-09-13T11:17:37,1,231EN38,2614,Perry South,6,25,42003261400,1,25,1,10-Jan,40.46273652,-80.0128794
F160006911,132,Road freight or transport vehicle fire,"00 BLOCK W END CIR, PITTSBURGH PA 15205",2016-01-26T11:20:13,0,231EN30,2019,Fairywood,2,28,42003563000,5,28,6,16-Jan,40.44964215,-80.08698392
F160006962,131,Passenger vehicle fire,"2ND BLOCK AVE & 10TH ST BRG, PITTSBURGH PA 15224",2016-01-26T14:23:01,0,231EN04,103,Bluff,6,1,42003010300,3,1,2,4-Feb,40.4344804,-79.98981938
F160006967,161,Outside storage fire,"200 BLOCK MEYRAN AVE, PITTSBURGH PA 15219",2016-01-26T14:53:58,1,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,14-Feb,40.44030143,-79.95822193
F160007312,111,Building fire,"SARAH ST & S 23RD ST, PITTSBURGH PA 15120",2016-01-27T19:47:52,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42740592,-79.97313515
F160007479,111,Building fire,"1200 BLOCK VINEMONT ST, PITTSBURGH PA 15205",2016-01-28T12:19:14,1,231EN29,2811,Westwood,2,28,42003563100,5,28,6,18-Jan,40.4334824,-80.04753366
F160007542,113,"Cooking fire, confined to container","2100 BLOCK WHARTON ST, PITTSBURGH PA 15203",2016-01-28T16:27:16,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.43002233,-79.97539547
F130081904,111,Building fire,"400 BLOCK CURTIN AVE, PITTSBURGH PA 15210",2013-11-15T07:49:37,1,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,21-Apr,40.41894868,-79.99900756
F160008353,152,Garbage dump or sanitary landfill fire,"1800 BLOCK CENTRE AVE, PITTSBURGH PA 15219",2016-01-31T21:36:50,0,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44191944,-79.98289274
F130082053,150,"Outside rubbish fire, Other","RIDGE AVE & W OHIO ST, PITTSBURGH PA 15233",2013-11-15T18:00:56,0,231EN37,2201,Allegheny West,1,22,42003562700,1,22,1,7-Jan,40.45154328,-80.01111335
F150059007,154,Dumpster or other outside trash receptacle fire,"BUTLER ST & MAIN ST, PITTSBURGH PA 15201",2015-07-29T22:08:02,0,231EN06,901,Central Lawrenceville,7,9,42003090200,2,9,2,3-Mar,40.46979752,-79.96091157
F160007566,113,"Cooking fire, confined to container","5500 BLOCK WALNUT ST, PITTSBURGH PA 15207",2016-01-28T18:24:20,1,231EN08,703,Shadyside,8,7,42003070300,2,7,4,22-Mar,40.45096608,-79.9335939
F160007679,111,Building fire,"200 BLOCK CARRINGTON ST, PITTSBURGH PA 15212",2016-01-29T07:09:14,1,231EN37,2503,Central Northside,6,25,42003250300,1,25,1,21-Jan,40.45885435,-80.0098599
F160007875,111,Building fire,"8300 BLOCK BRICELYN ST, PITTSBURGH PA 15221",2016-01-29T22:37:35,1,231EN17,1306,East Hills,9,13,42003130600,2,13,5,17-Mar,40.45462944,-79.87896558
F160007896,113,"Cooking fire, confined to container","2100 BLOCK PARK HILL DR, PITTSBURGH PA 15213",2016-01-30T01:01:56,1,231EN16,1306,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45295266,-79.8740214
F160008034,111,Building fire,"2200 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2016-01-30T15:16:17,1,231EN23,2904,Carrick,4,29,42003290400,4,29,3,12-Apr,40.3911771,-79.98690973
F160008181,118,"Trash or rubbish fire, contained","600 BLOCK GRANT ST, PITTSBURGH PA 15222",2016-01-31T04:45:57,1,231EN04,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44135498,-79.99473712
F160008333,113,"Cooking fire, confined to container","6100 BLOCK CARVER ST, PITTSBURGH PA 15206",2016-01-31T19:30:51,1,231EN08,1208,Larimer,9,12,42003120800,2,12,5,12-Mar,40.46081595,-79.91108697
F130082696,111,Building fire,"400 BLOCK ZARA ST, PITTSBURGH PA 15210",2013-11-18T08:54:27,1,231EN27,3001,Knoxville,3,30,42003300100,4,30,3,21-Apr,40.41566859,-79.99515865
F130082862,160,"Special outside fire, Other","GLASS RUN RD & SCHOENBERGER, PITTSBURGH PA 15207",2013-11-18T23:42:31,0,231EN23,NA,,,,42003562900,,,,19-Apr,40.39015738,-79.95322029
F130082865,114,"Chimney or flue fire, confined to chimney or flue","500 BLOCK GRACE ST, PITTSBURGH PA 15211",2013-11-18T23:52:23,1,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,27-Apr,40.42813452,-80.01490536
F130082908,154,Dumpster or other outside trash receptacle fire,"BUTLER ST & 41ST ST, PITTSBURGH PA 15201",2013-11-19T08:06:41,0,231EN06,902,Central Lawrenceville,7,9,42003090200,2,9,2,3-Mar,40.46949163,-79.96129353
F160008559,113,"Cooking fire, confined to container","500 BLOCK FORBES AVE, PITTSBURGH PA 15219",2016-02-01T15:12:05,1,231EN04,201,Central Business District,6,1,42003020100,6,1,2,4-Jan,40.43816944,-79.99606327
F160008627,160,"Special outside fire, Other","00 BLOCK HABERMAN AVE, PITTSBURGH PA 15211",2016-02-01T20:05:52,0,231EN27,1807,Mount Washington,3,18,42003180700,4,18,3,5-Apr,40.4269311,-80.00252156
F160008665,111,Building fire,"200 BLOCK MEADOW ST, PITTSBURGH PA 15206",2016-02-02T00:54:56,1,231EN15,1208,Larimer,9,12,42003120800,2,12,5,12-Mar,40.46327483,-79.91233825
F160008693,111,Building fire,"8200 BLOCK BRICELYN ST, PITTSBURGH PA 15208",2016-02-02T05:03:23,1,231EN17,1306,East Hills,9,13,42003130600,2,13,5,17-Mar,40.4541218,-79.87993661
F160008696,154,Dumpster or other outside trash receptacle fire,"700 BLOCK S LINDEN AVE, PITTSBURGH PA 15217",2016-02-02T05:15:08,0,231EN18,1404,Point Breeze,8,14,42003140400,3,14,4,17-Feb,40.44657471,-79.91621444
F160008706,112,Fires in structure other than in a building,"00 BLOCK ENGLISH LN, PITTSBURGH PA 15217",2016-02-02T06:17:40,1,231EN18,1408,Squirrel Hill South,5,14,42003980300,3,14,4,21-Feb,40.4299325,-79.91527473
F160068058,111,Building fire,"6500 BLOCK LADSON ST, PITTSBURGH PA 15206",2016-08-28T18:34:50,1,231EN15,1204,Larimer,9,12,42003120400,2,12,5,12-Mar,40.46195524,-79.90704687
F160008718,160,"Special outside fire, Other","00 BLOCK ENGLISH LN, PITTSBURGH PA 15217",2016-02-02T07:08:27,0,231EN18,1408,Squirrel Hill South,5,14,42003980300,3,14,4,21-Feb,40.4299325,-79.91527473
F160008810,118,"Trash or rubbish fire, contained","1000 BLOCK 5TH AVE, PITTSBURGH PA 15219",2016-02-02T12:52:20,1,231EN04,201,Bluff,6,1,42003010300,3,1,2,4-Feb,40.43856481,-79.99083635
F160008842,116,"Fuel burner/boiler malfunction, fire confined","3800 BLOCK BIGELOW BLVD, PITTSBURGH PA 15232",2016-02-02T14:56:05,1,231EN06,506,North Oakland,6,5,42003562000,3,5,4,23-Feb,40.45687624,-79.95511098
